item_id,user_id,item_name,category,brand,price,condition,rating,views,purchased,recommend_score,timestamp
ITM00847,USR5227,Bluetooth Speaker,Fashion,LG,179.97,Like New,1,911,0,0.962,57:55.5
ITM00848,USR1600,Soccer Ball,Electronics,Adidas,161.24,Refurbished,5,516,0,0.284,57:55.5
ITM00849,USR2065,Desk Lamp,Books,Samsung,248.05,Used,4,749,1,0.762,57:55.5
ITM00850,USR3136,Wireless Headphones,Toys,IKEA,163.76,Like New,2,550,0,0.575,57:55.5
ITM00851,USR7943,Bluetooth Speaker,Home,Nike,100.17,Refurbished,2,20,0,0.701,57:55.5
ITM00852,USR8804,Novel Book,Fashion,Adidas,158.19,Refurbished,4,625,0,0.418,57:55.5
ITM00853,USR7565,Novel Book,Sports,Dell,487.58,Refurbished,1,535,0,0.279,57:55.5
ITM00854,USR6984,Lipstick,Home,LG,208.5,Refurbished,2,421,1,0.546,57:55.5
ITM00855,USR6142,Novel Book,Home,Chanel,225.13,Refurbished,3,446,0,0.375,57:55.5
ITM00856,USR5670,Smartphone,Electronics,LG,290.39,Used,3,879,0,0.223,57:55.5
ITM00857,USR3190,Backpack,Beauty,IKEA,491.75,Like New,1,136,0,0.839,57:55.5
ITM00858,USR3712,Bluetooth Speaker,Fashion,Dell,124.59,Used,4,505,1,0.476,57:55.5
ITM00859,USR3192,Wireless Headphones,Books,Sony,342.23,Used,5,933,0,0.847,57:55.5
ITM00860,USR2248,Smartwatch,Sports,Sony,359.41,Refurbished,1,760,1,0.474,57:55.5
ITM00861,USR5033,Soccer Ball,Home,Sony,305.63,Refurbished,5,301,1,0.557,57:55.5
ITM00862,USR2997,Bluetooth Speaker,Books,Samsung,48.85,Used,1,609,0,0.995,57:55.5
ITM00863,USR4687,Lipstick,Beauty,Dell,340.05,Like New,3,33,0,0.952,57:55.5
ITM00864,USR5018,Desk Lamp,Home,LG,36.73,Refurbished,4,647,0,0.272,57:55.5
ITM00865,USR2970,Sneakers,Toys,Dell,300.09,Used,3,767,1,0.869,57:55.5
ITM00866,USR9389,Smartphone,Fashion,Dell,371.09,New,4,278,1,0.39,57:55.5
ITM00867,USR6765,Lipstick,Home,IKEA,109.43,Used,5,133,0,0.071,57:55.5
ITM00868,USR2202,Lipstick,Toys,IKEA,421.6,Used,1,750,0,0.576,57:55.5
ITM00869,USR9135,Novel Book,Sports,Nike,20.03,Refurbished,2,527,0,0.977,57:55.5
ITM00870,USR6567,Wireless Headphones,Books,Adidas,422.69,Refurbished,2,789,1,0.974,57:55.5
ITM00871,USR8667,Soccer Ball,Beauty,LG,232.86,New,4,126,0,0.126,57:55.5
ITM00872,USR6742,Smartwatch,Books,Puma,112.71,New,4,345,0,0.771,57:55.5
ITM00873,USR6788,Novel Book,Electronics,IKEA,71.22,Refurbished,3,17,0,0.803,57:55.5
ITM00874,USR6408,Sneakers,Electronics,IKEA,476.89,New,2,824,0,0.369,57:55.5
ITM00875,USR9669,Smartphone,Electronics,Samsung,40.97,New,3,562,0,0.659,57:55.5
ITM00876,USR1922,Bluetooth Speaker,Electronics,Sony,103.55,Used,5,647,0,0.488,57:55.5
ITM00877,USR1419,Bluetooth Speaker,Home,LG,177.17,Like New,2,630,0,0.228,57:55.5
ITM00878,USR3204,Soccer Ball,Sports,Adidas,312.02,New,5,378,0,0.761,57:55.5
ITM00879,USR2120,Backpack,Electronics,IKEA,274.68,Used,1,818,1,0.263,57:55.5
ITM00880,USR1950,Soccer Ball,Electronics,Adidas,67.19,Refurbished,3,60,0,0.34,57:55.5
ITM00881,USR3336,Wireless Headphones,Home,LG,148.42,Like New,4,637,0,0.19,57:55.5
ITM00882,USR6373,Smartphone,Home,IKEA,123.18,Refurbished,2,467,0,0.719,57:55.5
ITM00883,USR3243,Desk Lamp,Sports,Puma,110.7,Like New,3,628,0,0.459,57:55.5
ITM00884,USR3645,Bluetooth Speaker,Electronics,Dell,208.52,Like New,4,391,0,0.443,57:55.5
ITM00885,USR5612,Lipstick,Sports,Samsung,353.5,Like New,1,936,1,0.605,57:55.5
ITM00886,USR2865,Wireless Headphones,Books,Samsung,112.64,Like New,2,685,0,0.157,57:55.5
ITM00887,USR7028,Sneakers,Fashion,Sony,186.51,Used,5,187,0,0.898,57:55.5
ITM00888,USR8326,Backpack,Electronics,Apple,198.5,Used,1,498,0,0.465,57:55.5
ITM00889,USR7371,Backpack,Electronics,Chanel,488.35,New,4,600,0,0.367,57:55.5
ITM00890,USR7359,Backpack,Home,LG,477.56,New,2,715,0,0.127,57:55.5
ITM00891,USR8863,Wireless Headphones,Home,Apple,401.07,Refurbished,2,361,1,0.168,57:55.5
ITM00892,USR4228,Backpack,Electronics,Nike,124.62,Refurbished,1,823,0,0.92,57:55.5
ITM00893,USR4719,Bluetooth Speaker,Books,IKEA,38.68,Refurbished,2,832,0,0.457,57:55.5
ITM00894,USR3371,Novel Book,Beauty,LG,161.87,New,4,449,1,0.722,57:55.5
ITM00895,USR3891,Wireless Headphones,Toys,Samsung,137.06,Refurbished,1,694,0,0.081,57:55.5
ITM00896,USR4756,Novel Book,Home,Puma,255.43,Refurbished,5,864,0,0.643,57:55.5
ITM00897,USR5225,Sneakers,Beauty,Puma,389.98,New,1,680,0,0.922,57:55.5
ITM00898,USR1094,Backpack,Home,Sony,429.87,Like New,1,181,0,0.3,57:55.5
ITM00899,USR3674,Smartwatch,Books,IKEA,423.21,Used,5,812,0,0.579,57:55.5
ITM00900,USR7898,Backpack,Home,Sony,183.04,New,4,959,1,0.94,57:55.5
ITM00901,USR1793,Novel Book,Toys,Sony,345.18,Like New,3,130,1,0.719,57:55.5
ITM00902,USR3116,Soccer Ball,Fashion,Apple,159.85,Used,3,975,1,0.062,57:55.5
ITM00903,USR6779,Backpack,Toys,Sony,35.15,Like New,5,149,0,0.379,57:55.5
ITM00904,USR7166,Wireless Headphones,Home,Nike,352.27,Like New,4,472,1,0.086,57:55.5
ITM00905,USR1814,Backpack,Home,Apple,9.86,Like New,2,818,0,0.861,57:55.5
ITM00906,USR1345,Sneakers,Books,Samsung,207.55,Like New,5,721,0,0.622,57:55.5
ITM00907,USR9554,Smartphone,Toys,Nike,168.04,Like New,3,623,0,0.956,57:55.5
ITM00908,USR3443,Desk Lamp,Home,Samsung,348.22,New,4,948,0,0.02,57:55.5
ITM00909,USR8783,Smartwatch,Electronics,Dell,384.29,Used,1,500,1,0.423,57:55.5
ITM00910,USR1984,Soccer Ball,Fashion,LG,155.53,Refurbished,4,649,0,0.104,57:55.5
ITM00911,USR8790,Smartwatch,Sports,Sony,406.76,Used,4,355,1,0.35,57:55.5
ITM00912,USR1827,Wireless Headphones,Toys,Adidas,150.49,Refurbished,3,916,0,0.162,57:55.5
ITM00913,USR4531,Wireless Headphones,Home,Apple,225.93,Refurbished,3,211,0,0.329,57:55.5
ITM00914,USR8147,Desk Lamp,Beauty,Sony,364.87,Used,2,658,0,0.819,57:55.5
ITM00915,USR5451,Wireless Headphones,Electronics,Sony,348,New,2,596,0,0.161,57:55.5
ITM00916,USR4876,Novel Book,Home,Samsung,493.75,Refurbished,5,30,1,0.474,57:55.5
ITM00917,USR6959,Sneakers,Home,IKEA,116.45,Like New,1,577,0,0.922,57:55.5
ITM00918,USR1126,Novel Book,Home,Dell,332.85,Refurbished,2,24,1,0.999,57:55.5
ITM00919,USR4177,Sneakers,Beauty,Sony,306.79,Like New,3,984,0,0.251,57:55.5
ITM00920,USR9795,Backpack,Toys,IKEA,457.97,Refurbished,4,943,0,0.936,57:55.5
ITM00921,USR7024,Novel Book,Sports,Dell,82.4,New,5,723,0,0.261,57:55.5
ITM00922,USR6109,Sneakers,Home,Nike,377.14,Refurbished,2,222,1,0.414,57:55.5
ITM00923,USR5146,Lipstick,Toys,Chanel,286.29,New,4,602,0,0.878,57:55.5
ITM00924,USR8196,Backpack,Books,IKEA,140.96,New,4,618,0,0.786,57:55.5
ITM00925,USR4368,Smartwatch,Home,Chanel,239.85,Refurbished,2,684,0,0.857,57:55.5
ITM00926,USR4797,Smartwatch,Fashion,Dell,170.22,Refurbished,1,742,0,0.8,57:55.5
ITM00927,USR2792,Desk Lamp,Home,Samsung,291.76,Used,1,925,0,0.235,57:55.5
ITM00928,USR6732,Lipstick,Toys,LG,445.06,Used,5,589,0,0.559,57:55.5
ITM00929,USR4476,Smartwatch,Books,LG,286.81,Used,1,580,0,0.385,57:55.5
ITM00930,USR4417,Lipstick,Beauty,Samsung,317.7,Like New,5,877,0,0.46,57:55.5
ITM00931,USR2645,Backpack,Beauty,Puma,261.78,New,3,401,0,0.154,57:55.5
ITM00932,USR4030,Novel Book,Home,Dell,30.33,Used,2,865,0,0.316,57:55.5
ITM00933,USR3872,Lipstick,Fashion,Dell,120.26,Like New,4,901,0,0.858,57:55.5
ITM00934,USR4072,Wireless Headphones,Fashion,Samsung,248.54,New,5,604,0,0.898,57:55.5
ITM00935,USR2854,Novel Book,Beauty,Dell,158.57,Like New,1,512,0,0.61,57:55.5
ITM00936,USR5021,Bluetooth Speaker,Home,Samsung,94.97,Refurbished,5,88,0,0.498,57:55.5
ITM00937,USR5662,Lipstick,Sports,Chanel,254.55,Like New,5,465,0,0.713,57:55.5
ITM00938,USR7514,Smartwatch,Electronics,Sony,164.79,Like New,1,50,0,0.609,57:55.5
ITM00939,USR6031,Sneakers,Toys,LG,132.76,New,1,103,0,0.984,57:55.5
ITM00940,USR3708,Wireless Headphones,Home,Apple,234.67,Used,2,368,0,0.19,57:55.5
ITM00941,USR8112,Desk Lamp,Home,Adidas,70.98,Used,4,936,0,0.449,57:55.5
ITM00942,USR9393,Bluetooth Speaker,Beauty,Apple,464.23,Refurbished,2,492,1,0.918,57:55.5
ITM00943,USR4507,Smartphone,Books,Samsung,434.51,Refurbished,2,558,0,0.915,57:55.5
ITM00944,USR7456,Wireless Headphones,Books,Nike,355.27,New,1,691,0,0.495,57:55.5
ITM00945,USR5212,Novel Book,Books,Dell,57.58,Used,1,779,0,0.135,57:55.5
ITM00946,USR8970,Smartwatch,Toys,IKEA,389.06,Refurbished,4,268,0,0.815,57:55.5
ITM00947,USR9766,Lipstick,Books,Sony,404.94,New,5,397,0,0.585,57:55.5
ITM00948,USR1536,Smartphone,Electronics,Dell,385.04,New,2,320,1,0.773,57:55.5
ITM00949,USR2625,Wireless Headphones,Fashion,Puma,61.41,Refurbished,4,520,0,0.463,57:55.5
ITM00950,USR8973,Wireless Headphones,Books,LG,323.73,Like New,2,449,1,0.204,57:55.5
ITM00951,USR9577,Lipstick,Toys,Apple,417.99,Used,5,777,0,0.024,57:55.5
ITM00952,USR9070,Smartphone,Toys,Adidas,290.79,Refurbished,2,476,1,0.559,57:55.5
ITM00953,USR9666,Lipstick,Sports,Nike,324.97,Like New,3,898,1,0.161,57:55.5
ITM00954,USR9609,Smartwatch,Home,Adidas,231.89,New,4,590,0,0.187,57:55.5
ITM00955,USR7490,Sneakers,Fashion,Dell,266.71,Like New,1,909,0,0.436,57:55.5
ITM00956,USR4600,Smartwatch,Beauty,Apple,22.02,Refurbished,2,240,0,0.442,57:55.5
ITM00957,USR7783,Smartphone,Books,Puma,321.29,Like New,4,258,1,0.274,57:55.5
ITM00958,USR5971,Smartphone,Books,LG,45.32,Used,4,708,0,0.132,57:55.5
ITM00959,USR2205,Soccer Ball,Toys,Apple,220.33,New,2,972,0,0.945,57:55.5
ITM00960,USR2990,Lipstick,Books,Puma,149.86,New,1,944,0,0.132,57:55.5
ITM00961,USR6299,Smartphone,Fashion,Apple,274.99,New,1,842,0,0.351,57:55.5
ITM00962,USR4572,Backpack,Beauty,Puma,71.04,Refurbished,2,643,1,0.305,57:55.5
ITM00963,USR6975,Bluetooth Speaker,Electronics,Apple,347.36,New,4,964,0,0.866,57:55.5
ITM00964,USR7320,Smartwatch,Sports,Chanel,398.53,New,1,390,0,0.41,57:55.5
ITM00965,USR5380,Desk Lamp,Home,Puma,85.86,New,2,343,0,0.124,57:55.5
ITM00966,USR5757,Lipstick,Books,Chanel,56.63,Like New,2,773,0,0.01,57:55.5
ITM00967,USR3713,Sneakers,Home,LG,77.03,Refurbished,2,754,1,0.722,57:55.5
ITM00968,USR6588,Lipstick,Books,Dell,439.18,Refurbished,4,387,1,0.715,57:55.5
ITM00969,USR1966,Novel Book,Sports,Apple,266.45,Used,1,394,0,0.418,57:55.5
ITM00970,USR5944,Bluetooth Speaker,Fashion,IKEA,236.29,New,4,683,0,0.126,57:55.5
ITM00971,USR4432,Bluetooth Speaker,Sports,Samsung,57.82,Used,3,659,1,0.372,57:55.5
ITM00972,USR1688,Wireless Headphones,Beauty,Sony,326.53,Used,1,270,0,0.59,57:55.5
ITM00973,USR5243,Lipstick,Electronics,Puma,434.66,Used,4,149,0,0.704,57:55.5
ITM00974,USR4701,Backpack,Books,IKEA,414.95,Used,1,380,0,0.078,57:55.5
ITM00975,USR9533,Bluetooth Speaker,Fashion,Puma,314.9,New,3,811,0,0.556,57:55.5
ITM00976,USR6182,Sneakers,Toys,Adidas,42.26,Used,5,28,0,0.276,57:55.5
ITM00977,USR7704,Wireless Headphones,Fashion,Apple,60.64,Refurbished,2,149,1,0.617,57:55.5
ITM00978,USR5422,Lipstick,Beauty,Dell,29.41,New,4,420,0,0.648,57:55.5
ITM00979,USR2759,Novel Book,Beauty,Apple,132.45,Like New,3,280,0,0.911,57:55.5
ITM00980,USR3482,Smartphone,Sports,LG,72.15,Like New,3,182,0,0.41,57:55.5
ITM00981,USR9058,Backpack,Toys,Chanel,133.72,Used,1,166,1,0.538,57:55.5
ITM00982,USR1951,Sneakers,Home,IKEA,195.6,Like New,1,17,0,0.268,57:55.5
ITM00983,USR9914,Bluetooth Speaker,Sports,Puma,471.78,New,2,150,0,0.287,57:55.5
ITM00984,USR3079,Backpack,Electronics,Dell,307.14,New,1,339,0,0.046,57:55.5
ITM00985,USR3717,Desk Lamp,Toys,Nike,418.31,New,4,45,1,0.286,57:55.5
ITM00986,USR5524,Desk Lamp,Beauty,Nike,356.62,Like New,4,502,0,0.064,57:55.5
ITM00987,USR9477,Bluetooth Speaker,Beauty,Dell,60.69,Refurbished,4,842,0,0.964,57:55.5
ITM00988,USR8311,Smartphone,Sports,Adidas,369.28,Like New,5,189,0,0.624,57:55.5
ITM00989,USR8186,Lipstick,Fashion,Sony,141.17,Refurbished,4,651,0,0.173,57:55.5
ITM00990,USR3065,Desk Lamp,Beauty,IKEA,321.36,Used,1,61,1,0.117,57:55.5
ITM00991,USR1768,Lipstick,Home,Samsung,173.78,Used,1,294,0,0.37,57:55.5
ITM00992,USR6490,Desk Lamp,Books,Dell,498.85,Used,4,834,0,0.308,57:55.5
ITM00993,USR7645,Smartwatch,Sports,Sony,135.46,Used,3,33,0,0.279,57:55.5
ITM00994,USR6083,Smartphone,Home,Samsung,143.17,Used,3,299,0,0.468,57:55.5
ITM00995,USR6232,Desk Lamp,Sports,Sony,465.68,New,3,415,0,0.913,57:55.5
ITM00996,USR6797,Smartwatch,Toys,IKEA,17.2,New,2,624,1,0.568,57:55.5
ITM00997,USR5926,Backpack,Home,Chanel,349.86,Refurbished,5,803,0,0.521,57:55.5
ITM00998,USR7016,Novel Book,Beauty,Samsung,364.04,Like New,4,549,0,0.807,57:55.5
ITM00999,USR4335,Novel Book,Home,Dell,419.01,Like New,2,431,1,0.004,57:55.5
ITM01000,USR9038,Desk Lamp,Fashion,Samsung,487.35,New,3,495,0,0.197,57:55.5
ITM01001,USR5873,Backpack,Books,Adidas,487.92,Like New,4,100,0,0.496,57:55.5
ITM01002,USR2481,Sneakers,Home,IKEA,37.31,Like New,2,23,0,0.705,57:55.5
ITM01003,USR7305,Backpack,Sports,Sony,411.81,New,1,420,1,0.485,57:55.5
ITM01004,USR4451,Sneakers,Books,Sony,324.92,New,3,424,0,0.164,57:55.5
ITM01005,USR1054,Desk Lamp,Beauty,Nike,325.43,Used,2,487,0,0.93,57:55.5
ITM01006,USR8643,Lipstick,Home,Samsung,68.53,New,1,730,0,0.329,57:55.5
ITM01007,USR4462,Novel Book,Fashion,Sony,326.84,Used,3,89,0,0.788,57:55.5
ITM01008,USR1832,Desk Lamp,Fashion,Chanel,491.33,Used,5,209,0,0.891,57:55.5
ITM01009,USR6954,Smartwatch,Sports,Samsung,456.35,Refurbished,3,271,0,0.346,57:55.5
ITM01010,USR9519,Lipstick,Beauty,Dell,222.37,Like New,5,933,0,0.845,57:55.5
ITM01011,USR8221,Smartphone,Beauty,Nike,24.77,Refurbished,5,749,0,0.711,57:55.5
ITM01012,USR4310,Lipstick,Toys,Adidas,184.34,New,5,900,1,0.904,57:55.5
ITM01013,USR4300,Sneakers,Fashion,Apple,414.06,Like New,4,406,0,0.251,57:55.5
ITM01014,USR7722,Wireless Headphones,Toys,Apple,352.24,Like New,4,721,0,0.931,57:55.5
ITM01015,USR8218,Smartphone,Toys,LG,232.38,Refurbished,5,278,0,0.065,57:55.5
ITM01016,USR8776,Backpack,Books,Apple,32.28,Used,1,977,0,0.794,57:55.5
ITM01017,USR4675,Soccer Ball,Sports,Puma,216.31,New,5,206,0,0.436,57:55.5
ITM01018,USR4054,Smartwatch,Fashion,Nike,237.17,Used,2,590,0,0.178,57:55.5
ITM01019,USR8970,Desk Lamp,Home,Apple,464.63,Like New,5,913,0,0.079,57:55.5
ITM01020,USR3143,Soccer Ball,Books,Puma,322.34,Like New,4,328,0,0.39,57:55.5
ITM01021,USR6207,Soccer Ball,Fashion,Adidas,159.27,Refurbished,4,610,0,0.389,57:55.5
ITM01022,USR3538,Wireless Headphones,Toys,LG,265.03,Used,2,858,0,0.23,57:55.5
ITM01023,USR5547,Smartwatch,Home,Samsung,37.7,New,2,877,0,0.216,57:55.5
ITM01024,USR6619,Smartphone,Beauty,Apple,486.42,Like New,3,862,0,0.4,57:55.5
ITM01025,USR9356,Sneakers,Books,Apple,183.23,Like New,1,982,0,0.41,57:55.5
ITM01026,USR7612,Smartphone,Toys,Dell,241.54,Like New,1,336,1,0.442,57:55.5
ITM01027,USR6005,Soccer Ball,Electronics,Nike,180.87,New,1,606,1,0.869,57:55.5
ITM01028,USR1822,Soccer Ball,Sports,Nike,342.84,New,4,592,0,0.611,57:55.5
ITM01029,USR1943,Bluetooth Speaker,Home,Chanel,332.8,Refurbished,1,38,0,0.02,57:55.5
ITM01030,USR7150,Backpack,Fashion,Chanel,359.08,New,3,920,0,0.519,57:55.5
ITM01031,USR5425,Lipstick,Sports,Adidas,137.73,Used,3,228,0,0.762,57:55.5
ITM01032,USR9966,Backpack,Books,Sony,161.26,Used,1,483,1,0.056,57:55.5
ITM01033,USR3198,Soccer Ball,Sports,Adidas,67,Like New,2,134,0,0.423,57:55.5
ITM01034,USR5242,Desk Lamp,Beauty,LG,329.48,Used,3,708,0,0.451,57:55.5
ITM01035,USR4695,Sneakers,Books,Dell,24.7,Like New,2,978,1,0.954,57:55.5
ITM01036,USR4452,Lipstick,Sports,Chanel,300.85,New,4,390,0,0.476,57:55.5
ITM01037,USR2308,Desk Lamp,Toys,LG,435.5,New,3,794,0,0.75,57:55.5
ITM01038,USR5177,Lipstick,Sports,Chanel,445.96,Used,2,613,0,0.303,57:55.5
ITM01039,USR9705,Lipstick,Beauty,Adidas,227.27,New,1,987,0,0.779,57:55.5
ITM01040,USR7852,Desk Lamp,Electronics,Apple,232.36,Like New,4,425,0,0.323,57:55.5
ITM01041,USR7035,Lipstick,Fashion,Adidas,43.1,New,5,587,1,0.43,57:55.5
ITM01042,USR4594,Soccer Ball,Beauty,Samsung,337.03,Like New,5,806,0,0.479,57:55.5
ITM01043,USR5841,Desk Lamp,Sports,Apple,411.52,Used,1,510,0,0.926,57:55.5
ITM01044,USR2409,Sneakers,Toys,IKEA,126.1,Refurbished,4,720,1,0.053,57:55.5
ITM01045,USR5566,Lipstick,Beauty,Dell,213.54,Like New,4,595,0,0.197,57:55.5
ITM01046,USR5491,Backpack,Electronics,Samsung,420.23,Refurbished,4,427,0,0.706,57:55.5
ITM01047,USR2555,Backpack,Beauty,Samsung,439.17,Like New,4,949,0,0.578,57:55.5
ITM01048,USR1804,Bluetooth Speaker,Toys,Dell,125.37,Like New,5,655,0,0.252,57:55.5
ITM01049,USR2279,Soccer Ball,Home,Puma,277.53,Refurbished,2,474,0,0.289,57:55.5
ITM01050,USR8083,Smartwatch,Sports,Samsung,100.28,Refurbished,4,568,1,0.367,57:55.5
ITM01051,USR6986,Smartphone,Home,Sony,55.43,New,2,361,0,0.45,57:55.5
ITM01052,USR6619,Lipstick,Toys,IKEA,456,Used,4,952,0,0.818,57:55.5
ITM01053,USR2387,Wireless Headphones,Home,Dell,411.15,New,3,799,0,0.014,57:55.5
ITM01054,USR3679,Smartphone,Home,LG,381.22,New,3,211,1,0.898,57:55.5
ITM01055,USR3106,Bluetooth Speaker,Home,Samsung,29.14,Refurbished,3,953,0,0.413,57:55.5
ITM01056,USR9173,Novel Book,Electronics,Nike,422.65,Refurbished,4,179,1,0.23,57:55.5
ITM01057,USR5223,Lipstick,Books,LG,221.83,Used,2,920,0,0.508,57:55.5
ITM01058,USR5831,Backpack,Fashion,Dell,174.49,New,5,58,1,0.66,57:55.5
ITM01059,USR3768,Smartwatch,Electronics,Sony,275.51,Used,1,73,1,0.045,57:55.5
ITM01060,USR4186,Wireless Headphones,Home,Puma,50.22,Used,5,215,1,0.716,57:55.5
ITM01061,USR3573,Novel Book,Fashion,Nike,379.54,New,4,900,0,0.761,57:55.5
ITM01062,USR3599,Novel Book,Toys,Samsung,293.31,Refurbished,3,778,0,0.166,57:55.5
ITM01063,USR5033,Wireless Headphones,Fashion,Dell,97.36,Refurbished,3,959,0,0.168,57:55.5
ITM01064,USR9428,Lipstick,Books,Apple,98.17,Refurbished,2,73,0,0.204,57:55.5
ITM01065,USR2304,Soccer Ball,Toys,IKEA,96.2,New,4,467,1,0.797,57:55.5
ITM01066,USR8368,Wireless Headphones,Toys,Samsung,33.22,Refurbished,5,271,0,0.272,57:55.5
ITM01067,USR6877,Wireless Headphones,Electronics,Samsung,295.96,Refurbished,4,499,0,0.796,57:55.5
ITM01068,USR2301,Novel Book,Books,Nike,420.97,Like New,4,354,0,0.541,57:55.5
ITM01069,USR3541,Lipstick,Books,Dell,13.66,New,3,234,0,0.767,57:55.5
ITM01070,USR3051,Smartwatch,Fashion,Puma,29.26,Refurbished,5,319,0,0.554,57:55.5
ITM01071,USR7809,Smartwatch,Electronics,Chanel,288.52,New,1,19,0,0.336,57:55.5
ITM01072,USR9633,Wireless Headphones,Electronics,Nike,410.65,Like New,3,625,1,0.911,57:55.5
ITM01073,USR9996,Backpack,Home,IKEA,166.74,Used,5,575,0,0.715,57:55.5
ITM01074,USR1074,Desk Lamp,Home,Samsung,178.06,New,2,372,0,0.484,57:55.5
ITM01075,USR7981,Smartwatch,Sports,LG,300.19,Used,3,184,0,0.637,57:55.5
ITM01076,USR6475,Smartwatch,Home,Chanel,140.74,Used,2,277,1,0.616,57:55.5
ITM01077,USR9232,Bluetooth Speaker,Fashion,IKEA,18.17,Used,3,674,0,0.358,57:55.5
ITM01078,USR8184,Soccer Ball,Fashion,Dell,368.94,New,4,755,0,0.424,57:55.5
ITM01079,USR6796,Novel Book,Beauty,Dell,314.7,Like New,5,145,0,0.318,57:55.5
ITM01080,USR8141,Lipstick,Toys,Apple,292.47,Used,2,658,0,1,57:55.5
ITM01081,USR2622,Sneakers,Fashion,Puma,372.13,Like New,3,81,0,0.58,57:55.5
ITM01082,USR9041,Sneakers,Books,Adidas,339.24,Refurbished,2,322,1,0.092,57:55.5
ITM01083,USR1341,Soccer Ball,Beauty,Apple,106.91,Used,3,435,0,0.519,57:55.5
ITM01084,USR3074,Lipstick,Toys,Chanel,179.48,Used,3,833,0,0.05,57:55.5
ITM01085,USR8992,Smartphone,Electronics,LG,67.42,Used,1,43,0,0.289,57:55.5
ITM01086,USR1645,Bluetooth Speaker,Electronics,Puma,69.28,Like New,1,313,0,0.446,57:55.5
ITM01087,USR5263,Novel Book,Toys,LG,339.72,Like New,1,906,0,0.534,57:55.5
ITM01088,USR9801,Smartphone,Home,Apple,430.01,Used,2,293,1,0.976,57:55.5
ITM01089,USR7136,Desk Lamp,Books,Adidas,481.55,Refurbished,4,688,0,0.982,57:55.5
ITM01090,USR9646,Soccer Ball,Toys,Sony,316.03,Used,3,888,0,0.098,57:55.5
ITM01091,USR3969,Smartwatch,Electronics,Nike,96.13,Used,5,69,0,0.538,57:55.5
ITM01092,USR4028,Backpack,Sports,Apple,57.3,New,1,56,1,0.817,57:55.5
ITM01093,USR8643,Soccer Ball,Home,Dell,407.36,Like New,2,631,0,0.238,57:55.5
ITM01094,USR3681,Backpack,Electronics,Chanel,291.48,Like New,2,204,0,0.751,57:55.5
ITM01095,USR4629,Bluetooth Speaker,Electronics,IKEA,311.05,New,2,420,0,0.879,57:55.5
ITM01096,USR5225,Desk Lamp,Electronics,Samsung,391.82,Refurbished,5,927,1,0.662,57:55.5
ITM01097,USR4067,Wireless Headphones,Home,Dell,353.12,New,5,567,0,0.328,57:55.5
ITM01098,USR6941,Desk Lamp,Fashion,Adidas,418.06,Refurbished,1,550,0,0.923,57:55.5
ITM01099,USR2386,Bluetooth Speaker,Books,Dell,32.83,Refurbished,5,243,1,0.884,57:55.5
ITM01100,USR3866,Lipstick,Electronics,Samsung,375.02,Refurbished,1,201,0,0.716,57:55.5
ITM01101,USR5788,Desk Lamp,Fashion,Nike,426.17,Like New,5,748,0,0.364,57:55.5
ITM01102,USR6490,Backpack,Beauty,LG,146.64,Refurbished,5,474,0,0.792,57:55.5
ITM01103,USR5124,Wireless Headphones,Books,Samsung,322.02,Used,5,527,0,0.316,57:55.5
ITM01104,USR9340,Lipstick,Books,IKEA,160.51,Used,1,656,0,0.253,57:55.5
ITM01105,USR4850,Lipstick,Home,Sony,479.2,New,3,77,1,0.515,57:55.5
ITM01106,USR6415,Bluetooth Speaker,Books,Apple,21.54,New,1,985,1,0.997,57:55.5
ITM01107,USR8679,Soccer Ball,Books,Samsung,292,Like New,3,478,1,0.804,57:55.5
ITM01108,USR7819,Bluetooth Speaker,Books,Dell,87.42,Used,2,821,0,0.73,57:55.5
ITM01109,USR9378,Backpack,Fashion,Puma,357.55,New,2,440,0,0.452,57:55.5
ITM01110,USR2333,Bluetooth Speaker,Toys,Chanel,92.07,Like New,1,263,0,0.312,57:55.5
ITM01111,USR5150,Desk Lamp,Sports,IKEA,121.51,Used,3,185,0,0.856,57:55.5
ITM01112,USR7766,Novel Book,Toys,Adidas,249.71,Used,3,55,0,0.568,57:55.5
ITM01113,USR3711,Backpack,Books,Puma,457.84,Refurbished,3,308,0,0.813,57:55.5
ITM01114,USR5853,Wireless Headphones,Beauty,Apple,109.8,Refurbished,2,516,0,0.488,57:55.5
ITM01115,USR7212,Bluetooth Speaker,Home,Adidas,76.4,Like New,1,299,0,0.754,57:55.5
ITM01116,USR8479,Bluetooth Speaker,Fashion,Dell,380.69,Like New,4,552,1,0.868,57:55.5
ITM01117,USR6408,Soccer Ball,Electronics,Puma,252.81,Used,3,230,0,0.391,57:55.5
ITM01118,USR8715,Wireless Headphones,Beauty,LG,456.33,Used,3,377,0,0.014,57:55.5
ITM01119,USR9942,Sneakers,Beauty,Samsung,77.57,Refurbished,4,286,0,0.255,57:55.5
ITM01120,USR2762,Soccer Ball,Beauty,IKEA,324.73,Used,1,138,0,0.915,57:55.5
ITM01121,USR8101,Wireless Headphones,Home,LG,120.28,Refurbished,3,478,0,0.688,57:55.5
ITM01122,USR8674,Novel Book,Sports,LG,82.6,Like New,1,615,0,0.737,57:55.5
ITM01123,USR7122,Novel Book,Sports,Sony,343.3,Like New,3,7,0,0.325,57:55.5
